"period","month","day","airline","src","dst","distance","SrcWeather","DstWeather","arrivalDelay"
"summer","August","Monday","El Al","Egypt","Israel","short","Clear",,"on time"
"summer","August","Monday","Transavia","France","Israel","mid","Light rain",,"on time"
"summer","August","Monday","El Al","Italy","Israel","mid","Clear",,"on time"
"summer","August","Monday","British Airways","United Kingdom","Israel","long","Clear",,"on time"
"summer","August","Monday","Lufthansa","Germany","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","El Al","Czechia","Israel","mid","Clear",,"on time"
"summer","August","Monday","United Airlines","United States","Israel","long","Partly cloudy",,"heavy delay"
"summer","August","Monday","Ryanair","Belgium","Israel","mid","Partly cloudy",,"slight delay"
"summer","August","Monday","El Al","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","Turkish Airlines","Turkey","Israel","short","Clear",,"heavy delay"
"summer","August","Monday","EgyptAir","Egypt","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","Corendon Airlines","Turkey","Israel","short","Clear",,"on time"
"summer","August","Monday","LOT","Poland","Israel","mid","Partly cloudy",,"heavy delay"
"summer","August","Monday","NetJets Europe","Germany","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","Cyprus Airways","Cyprus","Israel","short","Clear",,"on time"
"summer","August","Monday","El Al","Russia","Israel","mid","Clear",,"on time"
"summer","August","Monday","","France","Israel","mid","Clear",,"on time"
"summer","August","Monday","Corendon Airlines","Turkey","Israel","short","Clear",,"on time"
"summer","August","Tuesday","Tus Airways","Cyprus","Israel","short","Clear",,"heavy delay"
"summer","August","Tuesday","Aegean Airlines","Greece","Israel","short","Partly cloudy",,"on time"
"summer","August","Tuesday","Israir Airlines","Georgia","Israel","short","Clear",,"heavy delay"
"summer","August","Monday","Finnair","Finland","Israel","mid","Clear",,"on time"
"summer","August","Monday","Bluebird Airways","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","Wizz Air","Poland","Israel","mid","Fog",,"on time"
"summer","August","Monday","Air France","France","Israel","mid","Light rain",,"slight delay"
"summer","August","Monday","","Sweden","Israel","mid","Clear",,"slight delay"
"summer","August","Tuesday","Smartwings","Georgia","Israel","short","Clear",,"heavy delay"
"summer","August","Tuesday","El Al","Italy","Israel","mid","Partly cloudy",,"slight delay"
"summer","August","Tuesday","Ethiopian Airlines","Ethiopia","Israel","mid","Partly cloudy",,"on time"
"summer","August","Tuesday","Smartwings","Czechia","Israel","mid","Clear",,"on time"
"summer","August","Monday","Bluebird Airways","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","Ryanair","Lithuania","Israel","mid","Mist",,"on time"
